system:index,ADM_LEVEL,CC_2,COUNTRY,COUNTRY_NO,ENGTYPE_2,FID_TCL_QC,FID_world_,GID_0,GID_1,GID_2,HASC_2,ISDISPUTED,Id,MAX_LEVEL,NAME_0,NAME_0_NOR,NAME_1,NAME_1_NOR,NAME_2,NAME_2_NOR,NL_NAME_1,NL_NAME_2,SIZE,TYPE_2,VARNAME_2,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024,.geo
0000000000000000001e,1,,Malaysia,malaysia,,3,34138,MYS,MYS.13_1,,,FALSE,34139,2,Malaysia,malaysia,Sabah,sabah,,,NA,,medium,,,201.4211751818657,203.1857081875205,209.93577017635107,220.2152652591467,221.9799780920148,217.75977615267038,205.94636377692223,195.0538618415594,186.3091643974185,182.08983509987593,174.03633116185665,167.21003325283527,162.3782689794898,159.08021723479033,161.99529841542244,167.82533445954323,172.9650832489133,174.95991953462362,217.60302793234587,255.7194946706295,252.73116134107113,255.49370874464512,260.55553774535656,262.6259521096945,265.38701129704714,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,1,,Malaysia,malaysia,,3,34139,MYS,MYS.13_1,,,FALSE,34140,2,Malaysia,malaysia,Sabah,sabah,,,NA,,medium,,,18.32625436037779,18.32625436037779,18.32625436037779,18.326254412531853,18.32624640315771,18.096203103661537,18.40291552990675,18.5562696531415,18.78630416840315,18.632937975227833,18.40288846939802,18.786266528069973,18.63287152349949,18.786199152469635,18.632804080843925,18.86283501237631,19.706296302378178,20.243061363697052,19.859670341014862,19.62963130325079,19.169542782008648,18.4027483984828,17.63596350699663,16.332420155406,16.255742087960243,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020,1,,Malaysia,malaysia,,3,34495,MYS,MYS.13_1,,,FALSE,34496,2,Malaysia,malaysia,Sabah,sabah,,,NA,,medium,,,295.88791709393263,149.79944770038128,72.18071310967207,42.67954504489899,31.567849650979042,47.19613915681839,159.97164714336395,245.4709456115961,251.21535205841064,204.40238747745752,136.67491749674082,111.4692645072937,104.80393426865339,117.74988509714603,133.6826657280326,122.95558162778616,155.74989708513021,205.53925033658743,197.56985983252525,129.46356747299433,80.3589321449399,102.80059458315372,120.80091767758131,152.21079778671265,173.5838005170226,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021,1,,Malaysia,malaysia,,3,34496,MYS,MYS.13_1,,,FALSE,34497,2,Malaysia,malaysia,Sabah,sabah,,,NA,,medium,,,3255.9108459725976,2886.324696622789,2451.0488777905703,2361.232428394258,2250.2514403015375,2128.819609813392,2072.206310994923,2104.3535298109055,2334.567638359964,2618.5541374981403,2878.54440484941,3148.558575093746,4356.990745909512,5742.433153763413,6896.740128457546,7390.839372061193,5836.303816154599,4153.318414270878,3280.0005994439125,2643.4604176953435,2207.60344491899,1952.8736545592546,1862.0940858498216,2029.8745845854282,2215.440208800137,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022,1,,Malaysia,malaysia,,3,34497,MYS,MYS.13_1,,,FALSE,34498,2,Malaysia,malaysia,Sabah,sabah,,,NA,,medium,,,2191.6301244050264,1689.1572294011712,1444.1927126944065,1317.897891394794,1317.0053418278694,1403.058596096933,1422.8789917081594,1484.8298035413027,1616.1149038746953,1848.879347667098,1895.418802805245,1805.2964091673493,1745.0498646646738,1740.763035647571,1602.4714019298553,1366.3299975767732,981.5808119252324,840.1847634315491,812.4512681812048,755.0092148706317,710.5546669363976,622.1261266544461,529.2855156958103,709.0469873920083,796.1608132198453,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023,1,,Malaysia,malaysia,,3,34498,MYS,MYS.13_1,,,FALSE,34499,2,Malaysia,malaysia,Sabah,sabah,,,NA,,medium,,,1916.5019408389926,1766.4499427750707,1292.5444904789329,1142.3364229649305,1097.7556196972728,1089.0156021788716,1063.9643772095442,1035.2382679060102,1028.951348438859,995.1714601740241,998.3883932828903,998.3889606967568,993.5615332871675,981.5421115383506,995.1054778769612,989.9785281941295,998.6378250494599,1013.880274809897,1013.5726639181376,989.9825408235192,963.7886174544692,918.4453530535102,890.0320319160819,948.9991037100554,999.0881699696183,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024,1,,Malaysia,malaysia,,3,34499,MYS,MYS.13_1,,,FALSE,34500,2,Malaysia,malaysia,Sabah,sabah,,,NA,,medium,,,420.06207713484764,435.1525745689869,541.1664563119411,606.2027965560555,646.3406112268567,660.2790712565184,662.0371265560389,672.7599220201373,691.5254031419754,754.7185563892126,775.6276935338974,773.3267617076635,768.1157011687756,822.9583003371954,1064.173436947167,1140.2358471378684,1165.6654290780425,1131.9612710773945,1070.761459685862,999.6013791710138,896.267584785819,756.3941973522305,660.2587882950902,611.157456740737,609.7028043791652,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025,1,,Malaysia,malaysia,,3,34855,MYS,MYS.13_1,,,FALSE,34856,2,Malaysia,malaysia,Sabah,sabah,,,NA,,medium,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026,1,,Malaysia,malaysia,,3,34856,MYS,MYS.13_1,,,FALSE,34857,2,Malaysia,malaysia,Sabah,sabah,,,NA,,medium,,,621.1864162907004,597.0878626853228,568.9338686838746,544.5303883180022,522.3459325805306,511.2539051473141,500.697227217257,498.7122759819031,491.21751219034195,496.0374363735318,495.3491408750415,480.96968399733305,463.2246816083789,454.2720207422972,455.95146676152945,502.30731493234634,673.9971772432327,910.1093832030892,1052.5713185593486,1146.366220869124,1173.2138800621033,1156.5213522315025,1108.1694957315922,1084.753395833075,1087.5006920844316,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027,1,,Malaysia,malaysia,,3,34857,MYS,MYS.13_1,,,FALSE,34858,2,Malaysia,malaysia,Sabah,sabah,,,NA,,medium,,,5355.756842434406,4555.240177832544,3692.7181386202574,3516.088953398168,3374.4734405502677,3228.6661445125937,2975.889746941626,2598.7622174695134,2351.1461290046573,2251.7663966938853,2125.709085009992,1972.1749145537615,1847.390765428543,1948.9824990555644,2650.4512499049306,3496.7137348875403,3455.0492295324802,3161.4872466251254,2708.2753008678555,2308.637638166547,2021.4971229732037,1840.7302161231637,1770.3147490248084,1777.1108075678349,1815.7105605453253,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028,1,,Malaysia,malaysia,,3,34858,MYS,MYS.13_1,,,FALSE,34859,2,Malaysia,malaysia,Sabah,sabah,,,NA,,medium,,,100.2060522288084,99.97662731260061,101.20047385245562,103.03617209941149,102.50075326859951,101.27692741900682,101.12382770329714,99.97629500180483,98.21692314743996,97.3755431175232,97.98738773912191,97.68143863230944,98.21694927662611,98.98169155418873,102.65306811779737,106.63021647185087,109.46001769602299,110.37776699662209,109.07736591249704,109.3069839477539,106.93614374101162,103.49448561668396,96.61063024401665,93.09216318279505,91.40945410728455,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029,1,,Malaysia,malaysia,,3,35216,MYS,MYS.13_1,,,FALSE,35217,2,Malaysia,malaysia,Sabah,sabah,,,NA,,medium,,,2896.801323391497,2896.419710613787,2904.281888395548,2928.0205753445625,2916.8760494738817,2883.977260865271,2841.0791734308004,2819.3247946724296,2800.9294619113207,2778.8699758946896,2732.15617659688,2700.555621944368,2675.4429068788886,2676.5871797576547,2678.570161052048,2687.651574395597,2730.0894260182977,2795.2742053568363,2829.0876339823008,2833.056464292109,2829.0869525298476,2835.345821708441,2814.965876467526,2798.4025881811976,2795.5787297412753,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,1,,Malaysia,malaysia,,3,35217,MYS,MYS.13_1,,,FALSE,35218,2,Malaysia,malaysia,Sabah,sabah,,,NA,,medium,,,1914.6518761143088,1928.3917118385434,1950.7578339129686,1979.0763609185815,1973.6570098251104,1948.3148448392749,1904.575755983591,1880.6855467408895,1868.5489881187677,1879.389761671424,1881.9827774241567,1894.5783522054553,1898.319958768785,1922.5214767232537,2462.5390942171216,2969.9504668191075,3014.4458589553833,2521.604972846806,2029.3037948533893,1930.905256576836,1897.5440348014235,1871.0540379956365,1848.5341961309314,1829.984135583043,1821.1289253383875,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b,1,,Suriname,suriname,,4,32883,SUR,SUR.9_1,,,FALSE,32884,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,19411.76390799135,19408.457645721734,19398.846281267703,19399.230624876916,19397.769601665437,19402.382774487138,19396.692672029138,19382.237156920135,19350.40446138382,19327.721836850047,19318.110483042896,19321.03232164681,19327.02975489199,19328.798098288476,19318.187214389443,19301.502056203783,19294.735955819488,19283.587244912982,19279.589285813272,19270.900765694678,19248.52577213198,19211.926072709262,19158.103212311864,19109.73952460289,19096.5912438035,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c,1,,Suriname,suriname,,4,32884,SUR,SUR.9_1,,,FALSE,32885,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,15336.85119369626,15335.928466103971,15328.316322036088,15317.705496169627,15312.47682916373,15303.326744660735,15289.563246108592,15276.568645231426,15270.878870539367,15262.959265217185,15262.421094872057,15264.881505668163,15271.955310463905,15272.262831747532,15271.49369558692,15266.649479016662,15264.18881803006,15258.883301079273,15253.347138248384,15243.582012496889,15238.507032081485,15221.206419348717,15198.36968036741,15187.066694177687,15192.218293003738,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d,1,,Suriname,suriname,,4,33242,SUR,SUR.9_1,,,FALSE,33243,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,3.227251097559929,3.3040952757000923,3.3809806406497955,3.380998060107231,3.6115031242370605,3.3809853196144104,3.3809853196144104,3.304144375026226,3.304144375026226,3.304144375026226,3.304144375026226,3.304198384284973,3.3041946068406105,3.6115298196673393,4.072549887001514,4.456747956573963,4.303091794252396,4.303117096424103,3.6884309574961662,3.381069727241993,3.4578924104571342,3.9957647249102592,4.533604398369789,5.22523058950901,5.455756902694702,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,1,,Suriname,suriname,,4,33243,SUR,SUR.9_1,,,FALSE,33244,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,15418.85119164735,15427.845936752856,15432.612681612372,15444.452616997063,15449.296466343105,15447.068076699972,15433.691784858704,15409.321161091328,15383.18210824579,15356.427624128759,15336.97664372623,15323.906398050487,15319.44647833705,15321.674731440842,15313.523688271642,15284.384919531643,15251.863963350654,15209.965213939548,15162.377471283078,15123.323618337512,15102.87449990213,15098.646624721587,15101.798259466887,15124.016669049859,15144.85118818283,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f,1,,Suriname,suriname,,4,33244,SUR,SUR.9_1,,,FALSE,33245,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,8721.433108180761,8720.282360777259,8721.592563688755,8719.749306544662,8714.598877057433,8696.91933117807,8679.16304308176,8668.481207042933,8654.957098647952,8636.511078059673,8618.754873514175,8603.764065086842,8592.07877638936,8593.613766781986,8604.524284355342,8612.900468342006,8616.819423019886,8606.13369641453,8577.693581059575,8536.1857040748,8510.360010266304,8488.758955612779,8472.843184761703,8479.987959988415,8490.595556870103,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,1,,Suriname,suriname,,4,33245,SUR,SUR.9_1,,,FALSE,33246,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,458.683684669435,455.37876254320145,455.07043742388487,455.6848603859544,450.07437870651484,437.9307762607932,427.8626271337271,411.9525979012251,395.81207501143217,378.97948817163706,374.3680126518011,370.1402570307255,368.0649757385254,372.1381515339017,378.5941575244069,383.5896226540208,387.6631906032562,385.1271474137902,377.82610907405615,362.3012609407306,352.54060512781143,352.0026613995433,360.68733961880207,377.2873735129833,390.8127250522375,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,1,,Suriname,suriname,,4,33601,SUR,SUR.9_1,,,FALSE,33602,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,22.41105192899704,22.180802650749683,23.025066845119,23.33206605166197,22.871562592685223,22.64131075143814,22.027302503585815,21.64355044811964,21.79705399274826,21.336548402905464,20.876048371195793,19.878296427428722,19.648051366209984,19.95505014806986,20.645803332328796,21.490062408149242,21.720312364399433,21.643560729920864,21.95056226849556,21.259810462594032,21.029568769037724,21.873832017183304,22.027333550155163,22.64134406298399,23.25535487383604,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,1,,Suriname,suriname,,4,33602,SUR,SUR.9_1,,,FALSE,33603,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,113.95613049715757,115.03120631724596,117.71877042204142,118.94726872444153,120.32965667545795,119.48539311438799,118.71792882680893,117.2592745795846,114.95578081905842,114.34136106818914,110.96253558248281,109.2731416374445,109.11976789683104,110.88582633435726,112.88164626061916,117.41194878518581,119.94570212811232,122.17272141575813,121.7122358456254,118.8711273893714,118.41029473394156,115.72223052382469,112.88063482195139,113.26446078717709,114.80019879341125,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,1,,Suriname,suriname,,4,33603,SUR,SUR.9_1,,,FALSE,33604,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,522.0966674983501,525.5526700094342,529.3923498913646,534.5376156195998,549.1262520700693,561.7178522646427,560.4129126593471,550.0472452715039,534.228775292635,521.4039355739951,520.1763156950474,520.4829700812697,522.5559736788273,530.6958689913154,543.4440872073174,549.2027763202786,553.3485092297196,550.9662920758128,538.9081988781691,523.93195566535,513.8707315474749,511.6444923952222,518.7879036813974,528.7725543752313,536.1451609134674,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,1,,Suriname,suriname,,4,33604,SUR,SUR.9_1,,,FALSE,33605,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,839.1630087867379,833.0171589851379,826.3322620764375,831.7054386809468,833.9305921196938,836.2339867353439,836.7720690369606,833.4709399715066,818.9555261805654,812.3509831428528,812.9653349220753,816.5742138400674,823.9471869021654,842.3789070993662,865.1123565509915,878.7062544375658,885.771677389741,883.0072836205363,876.1704861745238,848.9819117411971,827.8615591973066,824.1745136529207,839.6881696432829,863.803252145648,877.7035684138536,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035,1,,Suriname,suriname,,4,33605,SUR,SUR.9_1,,,FALSE,33606,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,1127.3928582370281,1129.5419894754887,1153.0342880487442,1214.6837962120771,1305.4324973225594,1418.9844283610582,1520.7146387845278,1632.6533663868904,1786.3570005372167,1946.2846533805132,2099.2256901040673,2250.4008500427008,2403.2583262100816,2568.007074840367,2734.213715426624,2925.68223515898,3148.4130577892065,3397.2467988580465,3642.081642791629,3938.2933662310243,4192.510513804853,4308.5241233333945,4311.589781373739,4322.878498509526,4347.683123804629,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036,1,,Suriname,suriname,,4,33606,SUR,SUR.9_1,,,FALSE,33607,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,8.906683303415775,8.5995591878891,7.140721447765827,5.22119515389204,3.378437779843807,2.6874109730124474,2.5338580310344696,2.303515151143074,1.842816635966301,1.689244270324707,1.3821096643805504,1.3053255081176758,1.07497126609087,0.9213970899581909,0.9981778711080551,1.1517434194684029,1.6124410852789879,1.5356549993157387,1.3820898085832596,1.2285210937261581,1.4588764235377312,1.9195736274123192,2.9177582636475563,3.532030165195465,3.685595713555813,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037,1,,Suriname,suriname,,4,33961,SUR,SUR.9_1,,,FALSE,33962,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,157.30331253260374,158.2241990044713,161.2168519049883,162.90496929734945,160.44950506836176,155.61534537374973,151.31811007857323,147.86502023786306,145.48624255508184,144.642017044127,144.10488528758287,144.10491375625134,143.41438099741936,146.02341441065073,151.16469131410122,153.3132991939783,152.699303381145,150.55063024163246,147.25099434703588,144.2584054991603,143.10736422240734,144.4118158966303,146.4068017601967,150.01327511668205,151.54799611866474,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038,1,,Suriname,suriname,,4,33962,SUR,SUR.9_1,,,FALSE,33963,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,636.4331910982728,633.9027255997062,631.4500353336334,626.8493090420961,616.1889125928283,601.464079476893,587.812891215086,579.53028036654,576.8446775823832,572.9326032102108,564.7256090566516,558.0528177395463,553.8328514546156,556.2083625197411,572.5358505398035,604.2713403254747,621.5947986394167,623.3557599708438,614.6108569651842,617.6696973368526,604.4005070999265,597.1912795826793,603.0953464955091,620.6538086980581,635.9116430357099,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039,1,,Suriname,suriname,,4,33963,SUR,SUR.9_1,,,FALSE,33964,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,407.6518334746361,413.70929580926895,422.37444654107094,436.2562341094017,456.9606700614095,475.3642156422138,481.0377299487591,487.0939334258437,488.92999166995287,492.45432867854834,497.89719753712416,512.7715199142694,529.3339997008443,552.7222366482019,578.641140550375,586.8485584929585,573.5104454010725,561.2433916330338,556.5631180405617,549.5047248601913,576.5623249858618,605.619242221117,597.1147891655564,594.5158023014665,601.7272827252746,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a,1,,Suriname,suriname,,4,33964,SUR,SUR.9_1,,,FALSE,33965,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,747.2489567995071,735.5078296884894,834.4729290381074,935.982055015862,973.4011375457048,1008.1317946985364,1035.1894277185202,1087.3888733908534,1131.9279408082366,1217.4060483649373,1367.961938880384,1556.3157315030694,1767.0575113072991,2001.4953603297472,2218.6303047835827,2389.620542936027,2596.828307442367,2855.3520994633436,3047.899042762816,3189.6542208865285,3182.4906389564276,3142.9841049462557,3128.5599465742707,3167.8282279521227,3222.7411880493164,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b,1,,Suriname,suriname,,4,33965,SUR,SUR.9_1,,,FALSE,33966,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,1281.804725959897,1277.352187499404,1298.9807195663452,1398.4534998312593,1567.8783189505339,1717.1998968869448,1831.556216917932,1949.824833482504,2214.824664629996,2622.64893861115,3137.1068060323596,3873.6054359450936,4840.4845332577825,6003.303268514574,7220.348499089479,8396.258275859058,9274.198052324355,9868.461295709014,10314.883437238634,10791.672571130097,11294.100538529456,11556.15930121392,11702.629905320704,11880.45414531231,12019.218403093517,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c,1,,Suriname,suriname,,4,34322,SUR,SUR.9_1,,,FALSE,34323,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,388.6552313938737,391.0303765013814,399.61299269646406,411.10771878808737,423.36997650563717,423.4460625424981,417.92669294029474,409.8786105886102,420.14615423977375,444.743975661695,470.8724903613329,504.4330832734704,548.8753789812326,588.7212704569101,606.805851392448,610.1780147328973,603.8955740481615,593.7061496824026,586.1224832981825,585.5886806920171,581.3756121844053,589.4975477159023,616.8497898355126,649.029892206192,678.9122156277299,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d,1,,Suriname,suriname,,4,34323,SUR,SUR.9_1,,,FALSE,34324,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,2051.412013798952,2069.7237266004086,2095.081052362919,2111.9311750009656,2125.8707942590117,2117.822110824287,2091.003261424601,2050.3195750415325,2018.8329631909728,2009.336646400392,2078.2193022817373,2164.7991861850023,2224.024584785104,2361.2470596060157,2439.548714078963,2408.130961328745,2344.6096578091383,2296.259236574173,2276.0299287065864,2253.9628790691495,2231.9746461212635,2238.4171965122223,2220.867595039308,2220.7845205143094,2230.817967914045,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e,1,,Suriname,suriname,,4,34324,SUR,SUR.9_1,,,FALSE,34325,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,252.81210832297802,255.64678105711937,267.3693867251277,295.6451147645712,332.9686741530895,384.24576427042484,433.608855240047,517.5415289029479,645.5431497171521,766.3357291221619,862.5992249771953,925.9811099767685,1010.7464150637388,1119.6530089005828,1200.4325407743454,1274.6981555819511,1337.2382001131773,1412.6530364006758,1491.364800401032,1587.3231652900577,1666.1911924779415,1715.4740709587932,1765.9042874500155,1812.117840565741,1835.4939306378365,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f,1,,Suriname,suriname,,4,34325,SUR,SUR.9_1,,,FALSE,34326,2,Suriname,suriname,Sipaliwini,sipaliwini,,,NA,,small,,,513.6262931600213,516.8455679267645,560.3010962381959,633.4939218610525,674.5753946751356,685.0012398436666,665.6136674284935,640.0164050385356,646.0703293159604,715.7345354855061,900.2015570402145,1206.9024250805378,1582.044872045517,2037.0455747172236,2359.461321167648,2855.364613123238,3444.83375120908,3840.65270190686,4099.5998769029975,4310.347750522196,4457.185751885176,4572.37331674248,4644.642717130482,4690.396887652576,4717.4517670199275,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,1,,United States,united states,,5,45430,USA,USA.6_1,,,FALSE,45431,2,United States,united states,Colorado,colorado,,,NA,,very big,,,23.708153922110796,22.349875923246145,18.028084095567465,13.953242886811495,9.569697320461273,7.840978059917688,9.50795941054821,11.483645711094141,12.286263331770897,12.594962276518345,12.224517811089754,14.200200702995062,17.657639611512423,21.485522586852312,18.768957391381264,10.61927218362689,8.211412128061056,7.100096359848976,6.914879638701677,7.779240168631077,11.298446636646986,14.200236160308123,14.07675114274025,12.780194822698832,11.977570798248053,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,1,,United States,united states,,5,45431,USA,USA.6_1,,,FALSE,45432,2,United States,united states,Colorado,colorado,,,NA,,very big,,,375.5036196820438,373.1575488448143,375.44203120470047,362.29143815487623,336.60750659555197,304.7495400235057,281.78214272484183,270.85404531657696,264.12435179948807,266.47051313892007,267.70527585223317,276.2254047989845,273.26184064894915,271.34789349883795,268.1374078579247,262.88952631503344,255.4807314425707,258.9999309293926,269.8044427409768,277.15147976204753,277.27493050321937,272.95311357080936,271.53310865163803,263.01298655569553,253.19631929323077,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,1,,United States,united states,,5,45432,USA,USA.6_1,,,FALSE,45433,2,United States,united states,Colorado,colorado,,,NA,,very big,,,525.1608178690076,531.2113506644964,540.7810496613383,546.0906446389854,543.3740432411432,536.4591791033745,524.0494781434536,515.6528541482985,511.5162982568145,510.2197631523013,515.405996453017,527.6305427253246,541.0281345173717,551.2152301259339,563.6249325759709,568.4406295605004,569.428495824337,558.994458258152,552.2647915147245,541.4602864570916,546.2142621949315,554.857838768512,551.8324991390109,542.4479411356151,540.5339621081948,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,1,,United States,united states,,5,45433,USA,USA.6_1,,,FALSE,45434,2,United States,united states,Colorado,colorado,,,NA,,very big,,,2183.9265433363616,2194.052333250642,2216.773496992886,2260.2399367317557,2286.726931259036,2313.3374796435237,2312.2877463027835,2292.283186234534,2253.5705426447093,2231.404949016869,2219.982805866748,2240.111056063324,2274.871858842671,2320.2520326301455,2317.5353365428746,2312.5958613418043,2284.9971149899065,2280.674976412207,2271.4135907292366,2272.216391760856,2255.299158927053,2215.7230358570814,2157.0066335760057,2094.0298401601613,2053.5888233706355,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,1,,United States,united states,,5,45434,USA,USA.6_1,,,FALSE,45435,2,United States,united states,Colorado,colorado,,,NA,,very big,,,973.6535736061633,1000.5725968368351,1182.8339188024402,1314.0347857363522,1358.5502293258905,1363.6128364428878,1365.033012215048,1372.7507848590612,1394.2368477545679,1441.2834647521377,1518.335952013731,1637.495559193194,1774.5597981773317,1832.5958844833076,1843.8323243893683,1825.4333975985646,1792.2782396785915,1748.68921386078,1589.2127911113203,1526.0520612299442,1543.5247058421373,1557.9103857800364,1583.656370010227,1637.6793589778244,1646.8787091225386,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045,1,,United States,united states,,5,45435,USA,USA.6_1,,,FALSE,45436,2,United States,united states,Colorado,colorado,,,NA,,very big,,,1239.9668630734086,1263.799129229039,1352.5828356295824,1563.7418784722686,1678.0891823992133,1746.499781653285,1791.2623608633876,1808.1181498616934,1800.2770180813968,1770.7025760672987,1733.7808990553021,1771.1966054663062,1869.057812742889,1883.8758843019605,1878.689056929201,1953.7675798274577,1984.3300502933562,1991.6159159056842,1952.9652697369456,1947.2851121500134,1866.2180865593255,1844.1758914105594,1835.40757650882,1971.6077113114297,1974.2001327611506,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046,1,,United States,united states,,5,45436,USA,USA.6_1,,,FALSE,45437,2,United States,united states,Colorado,colorado,,,NA,,very big,,,571.8395980447531,584.866863604635,611.1065588667989,660.0050300844014,675.007975846529,652.164000928402,608.9456297643483,572.1482949592173,517.0757385119796,503.92499615624547,506.7650493234396,539.9814753718674,579.3719952143729,639.6307753399014,699.5807650908828,740.576351698488,724.5237617492676,688.8377094268799,624.3190244734287,612.6501690112054,613.823266338557,643.0882961452007,678.5889972411096,705.3843482807279,703.7173905670643,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047,1,,United States,united states,,5,45437,USA,USA.6_1,,,FALSE,45438,2,United States,united states,Colorado,colorado,,,NA,,very big,,,957.4388018809259,914.034534689039,863.9008022770286,804.1969098187983,755.6061359606683,739.9234046787024,721.5859341993928,703.2485479861498,681.1447812058032,674.846974901855,677.9339162223041,667.9317217357457,684.7255936674774,702.1984658204019,709.6691918857396,699.2963710688055,704.2974299192429,706.0880776308477,706.3351722210646,748.5670359097421,785.5509939789772,804.6911362633109,769.1279914937913,719.4868007600307,707.1998194158077,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,1,,United States,united states,,5,45790,USA,USA.6_1,,,FALSE,45791,2,United States,united states,Colorado,colorado,,,NA,,very big,,,8888.200514554977,9741.246714692563,10320.969766825438,10690.373550940305,12079.864157889038,13011.63538955152,13033.984256248921,12135.040674481541,11331.412392962724,10356.04648661241,10037.770307730883,10083.187939804047,10626.378378178924,10899.25555023551,10713.206340380013,10060.354882385582,9519.828953824937,8849.931468397379,8839.23838486895,9568.732113696635,11261.937160931528,12526.882104251534,12860.832555182278,13015.663484729826,14069.998109154403,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,1,,United States,united states,,5,45791,USA,USA.6_1,,,FALSE,45792,2,United States,united states,Colorado,colorado,,,NA,,very big,,,374359.29740041494,381889.5850019604,393602.8335779384,404369.34683419764,410477.2301437147,408885.89083177596,403240.3404258713,394825.41164908186,384899.33685394004,374899.6960845217,370623.39946840703,370767.2619235255,372916.52087299153,372864.8133380823,370021.8806554228,366262.2376247011,362898.57126192376,361655.83902033046,364767.4440488219,370950.42976582795,375742.42353578284,376166.79930761456,372390.2413011305,368628.52524828166,367924.47860999405,"{""type"":""MultiPoint"",""coordinates"":[]}"
